RecommendationId,Stars
1,3.64918971107
2,3.64729561569
3,3.89432215406
4,3.88466839277
5,3.64765150258
6,3.73528518602
7,3.69970192773
8,4.13066282759
9,3.6238229941
10,3.67521737246
11,3.73528518602
12,3.63831970807
13,3.71345505965
14,3.78852480174
15,3.81667028428
16,3.88705979477
17,3.79021539999
18,3.94181716991
19,3.87836765878
20,3.64918971107
21,3.64729561569
22,3.73528518602
23,3.69844244329
24,3.2390509956
25,3.33614451379
26,3.90643202116
27,3.6633097827
28,3.65682597278
29,3.55761253329
30,3.79021539999
31,4.53914668374
32,3.86735049759
33,3.77827692356
34,3.87144924156454
35,4.11648851774
36,4.39735661474
37,2.85201612694
38,3.8717250381214625
39,3.74047619001
40,4.24909764873
41,3.15635881304
42,3.36196841584
43,3.64729561569
44,3.64729561569
45,4.06712780556
46,3.47638254894
47,4.29472990018
48,3.93672389228
49,3.94709874473
50,3.86735277547
51,3.83594972338
52,3.71951464828
53,4.28548172663
54,3.95079843134
55,3.94277860955
56,3.31010161609
57,3.62662729216
58,4.27757384434
59,3.48616784193
60,3.80097726761
61,3.4962088956
62,3.79021539999
63,3.70446586434
64,3.86633849278
65,3.83669175247
66,3.69611413078
67,3.14071760599
68,3.74459723406
69,4.05937049413
70,3.89402014472
71,4.37718849833
72,3.46760546249
73,3.87071914417
74,3.9463886036
75,3.85100477581
76,4.14429461068
77,4.05094498583
78,3.73528518602
79,4.11548469764
80,4.0437660215
81,4.16730192305
82,3.61923314032
83,4.04086341296
84,3.64415661281
85,3.64590638098
86,4.13710691032
87,3.66478964156
88,3.39869540603
89,3.79021539999
90,3.40188785907
91,3.49008619879
92,4.15922625953
93,2.89900838023
94,3.51068584309
95,2.86024135956
96,3.73528518602
97,3.72930950797
98,3.87609783578
99,3.74407836255
100,4.02527975267
101,4.17165198614
102,3.59728712453
103,3.07421520476
104,3.74982700514
105,3.89481640126
106,3.87116765023
107,3.64563156013
108,3.640557087
109,4.07010833529
110,3.73528518602
111,3.05924647736
112,3.79021539999
113,3.21583955098
114,3.62199050817
115,3.65775960888
116,3.94147227316
117,4.01183610347
118,3.83314060595
119,4.02400943198
120,3.88485606692
121,3.3786523661
122,3.82309454476
123,3.9423356191
124,4.14212376893
125,4.25905971148
126,3.89012293319
127,4.25251613059
128,4.27722347495
129,4.11574778442
130,3.72483131508
131,3.88066650962
132,3.79021539999
133,3.88281092693
134,4.0016236304
135,3.6202513421
136,3.86691348663
137,3.45451924422
138,3.71730988862
139,3.66437982402
140,3.78571262723
141,3.63245749841
142,3.73528518602
143,3.6147175194
144,4.11707807385
145,3.79021539999
146,3.79021539999
147,3.51743802433
148,3.8717466300377277
149,3.68206073232
150,3.61844127399
151,3.89476712699
152,3.96404541921
153,4.22545587441
154,3.3743609922825
155,3.62294237605
156,3.70059979418
157,3.5762538355
158,3.27722444712
159,3.45725080113
160,3.64568624823
161,3.89122722352
162,3.60800327848
163,3.98801816786
164,4.16876434601
165,3.60174518025
166,3.33228957677
167,3.61794191167
168,3.76903372348
169,3.89380433282
170,3.36389364064
171,3.89045372681
172,4.03186525722
173,4.30818917413
174,3.93894753159
175,3.71858320152
176,4.25164320495
177,3.96605082194
178,3.89256099005
179,3.91208771079
180,3.86735277547
181,4.1750333975
182,3.71843392981
183,4.08529020586
184,3.90104207907
185,3.73528518602
186,3.35080655454
187,4.11454996624
188,3.73528518602
189,3.86899524038
190,3.3919550433
191,3.623425788981054
192,3.66688254441
193,3.80922110042
194,3.56470794918
195,3.89427246956
196,3.12480966979
197,3.93168633164
198,3.54285680592
199,3.48813504741
200,3.79021539999
201,3.72367147169
202,3.89467246835
203,3.63083188246
204,3.65032056862
205,3.50200871224
206,3.05012688974
207,3.73528518602
208,3.62845120713
209,3.56743922773
210,3.79021539999
211,3.38330390067
212,2.55002189372
213,3.38562017306
214,3.85041149004
215,3.99048712214
216,4.04717927261
217,3.73528518602
218,4.09210315045
219,3.73528518602
220,3.66975161897
221,3.4489569582
222,3.88559165691
223,3.57020501214
224,3.71097409309
225,3.87199639319
226,3.22676812717
227,3.23477272196
228,3.86708932993
229,3.79076594944
230,3.60274683244
231,3.84926820081
232,3.25295661379
233,4.0693233974
234,3.61849521655
235,3.85219577682
236,3.73745227534
237,4.08722137172
238,3.51649896686
239,3.73528518602
240,3.32930079681
241,3.91209460692
242,3.64679948192
243,3.70217592325
244,3.86854702069
245,3.58040243696
246,3.40408116109
247,3.0473327592
248,3.73528518602
249,3.99461710582
250,3.15249902772
251,4.12649432336
252,3.73528518602
253,3.99615630603
254,3.58475101297
255,3.85771967749
256,3.68686357477
257,3.6365149753
258,3.73528518602
259,4.34527920537
260,4.05915011056
261,3.79021539999
262,3.82335799031
263,3.90483507626
264,3.40814679805
265,3.79021539999
266,3.9928026977
267,3.89476732499
268,3.95791115233
269,3.57429855876
270,3.64641605024
271,3.4582750081
272,3.72686950479
273,3.17761409898
274,3.71649027528
275,3.96708920816
276,3.75436115178
277,2.63343866486
278,3.71621082303
279,3.62245976798
280,4.08363711133
281,4.06834846345
282,3.82204401219
283,3.81470019316
284,4.29491997235
285,3.86918514215
286,3.79021539999
287,3.85918974984
288,3.79410088287
289,4.11698746523
290,3.89387530965
291,3.61943039886
292,3.97101125579
293,4.28079435288
294,3.92878784844
295,3.73528518602
296,3.88374028042
297,3.142419654161298
298,3.65772348578
299,3.50770407741
300,3.72551549446
301,3.94865626888
302,3.5741986061
303,4.3842838906
304,4.02613094946
305,4.04120242086
306,4.0354695811
307,3.76875833701
308,4.16890121014
309,3.79021539999
310,4.01763803527
311,4.34428005193
312,3.82365601564
313,3.73528518602
314,3.89407116027
315,3.95468588922
316,4.24617290253
317,4.25303905738
318,4.06753824382
319,3.40583995628
320,3.28550941302
321,3.89476732499
322,3.99461187541
323,4.19030638935
324,3.47673938163
325,3.9792610829
326,3.38475898867
327,3.79021539999
328,3.64415661281
329,3.78980511399
330,3.57111703335
331,3.60373482026
332,3.64903356573
333,4.14501304957
334,3.73528518602
335,4.14591893524
336,3.25040455664
337,3.70306476742
338,3.28650458347
339,3.56190157186
340,3.82656306223
341,3.37475070363
342,3.45152376393
