RecommendationId,Stars
1,3.79021539999
2,3.64729561569
3,3.79021539999
4,3.73930063579
5,3.73930063579
6,3.73528518602
7,3.73930063579
8,3.79021539999
9,3.73930063579
10,3.73930063579
11,3.73528518602
12,3.73528518602
13,3.73930063579
14,3.73930063579
15,3.73930063579
16,3.73930063579
17,3.79021539999
18,3.73930063579
19,3.73930063579
20,3.79021539999
21,3.64729561569
22,3.73528518602
23,3.73930063579
24,3.73930063579
25,3.73930063579
26,3.73930063579
27,3.79021539999
28,3.73930063579
29,3.73930063579
30,3.79021539999
31,3.73930063579
32,3.73528518602
33,3.73930063579
34,3.73930063579
35,3.73528518602
36,3.73930063579
37,3.73930063579
38,3.73930063579
39,3.73930063579
40,3.73528518602
41,3.73528518602
42,3.73930063579
43,3.64729561569
44,3.64729561569
45,3.73930063579
46,3.73930063579
47,3.73930063579
48,3.73930063579
49,3.73930063579
50,3.73528518602
51,3.73930063579
52,3.73930063579
53,3.73930063579
54,3.73930063579
55,3.73930063579
56,3.73930063579
57,3.73930063579
58,3.73528518602
59,3.73930063579
60,3.64729561569
61,3.73930063579
62,3.79021539999
63,3.73930063579
64,3.73528518602
65,3.73930063579
66,3.73930063579
67,3.73930063579
68,3.73930063579
69,3.64729561569
70,3.79021539999
71,3.73930063579
72,3.73930063579
73,3.73930063579
74,3.73930063579
75,3.73930063579
76,3.79021539999
77,3.79021539999
78,3.73528518602
79,3.73528518602
80,3.73930063579
81,3.73930063579
82,3.73528518602
83,3.73930063579
84,3.73930063579
85,3.79021539999
86,3.73930063579
87,3.73930063579
88,3.79021539999
89,3.79021539999
90,3.73930063579
91,3.73930063579
92,3.73930063579
93,3.73930063579
94,3.73930063579
95,3.73930063579
96,3.73528518602
97,3.73930063579
98,3.73930063579
99,3.73930063579
100,3.73930063579
101,3.73930063579
102,3.73930063579
103,3.79021539999
104,3.73930063579
105,3.79021539999
106,3.73930063579
107,3.79021539999
108,3.73930063579
109,3.73930063579
110,3.73528518602
111,3.73930063579
112,3.79021539999
113,3.73930063579
114,3.73528518602
115,3.73930063579
116,3.73930063579
117,3.73930063579
118,3.73930063579
119,3.73930063579
120,3.73930063579
121,3.73930063579
122,3.64729561569
123,3.73930063579
124,3.79021539999
125,3.73930063579
126,3.73930063579
127,3.73930063579
128,3.79021539999
129,3.79021539999
130,3.73930063579
131,3.73930063579
132,3.79021539999
133,3.73930063579
134,3.73930063579
135,3.73528518602
136,3.73528518602
137,3.73930063579
138,3.73930063579
139,3.73930063579
140,3.73930063579
141,3.73930063579
142,3.73528518602
143,3.73930063579
144,3.73930063579
145,3.79021539999
146,3.79021539999
147,3.73930063579
148,3.73930063579
149,3.73930063579
150,3.73528518602
151,3.79021539999
152,3.73930063579
153,3.64729561569
154,3.73930063579
155,3.73930063579
156,3.73930063579
157,3.73930063579
158,3.73930063579
159,3.73930063579
160,3.79021539999
161,3.73930063579
162,3.73930063579
163,3.73930063579
164,3.73930063579
165,3.73930063579
166,3.73930063579
167,3.73528518602
168,3.73930063579
169,3.79021539999
170,3.73930063579
171,3.73930063579
172,3.73930063579
173,3.64729561569
174,3.73930063579
175,3.73930063579
176,3.73528518602
177,3.73930063579
178,3.73930063579
179,3.73930063579
180,3.73528518602
181,3.73930063579
182,3.73930063579
183,3.73528518602
184,3.73930063579
185,3.73528518602
186,3.73930063579
187,3.73528518602
188,3.73528518602
189,3.73930063579
190,3.73528518602
191,3.73930063579
192,3.73930063579
193,3.64729561569
194,3.73930063579
195,3.79021539999
196,3.73930063579
197,3.73930063579
198,3.73930063579
199,3.73930063579
200,3.79021539999
201,3.73930063579
202,3.79021539999
203,3.73930063579
204,3.73930063579
205,3.73930063579
206,3.73930063579
207,3.73528518602
208,3.73528518602
209,3.73930063579
210,3.79021539999
211,3.73930063579
212,3.73930063579
213,3.73930063579
214,3.73930063579
215,3.73930063579
216,3.73930063579
217,3.73528518602
218,3.73528518602
219,3.73528518602
220,3.73930063579
221,3.79021539999
222,3.73930063579
223,3.73930063579
224,3.73930063579
225,3.73930063579
226,3.73930063579
227,3.73930063579
228,3.73528518602
229,3.73930063579
230,3.73930063579
231,3.73930063579
232,3.79021539999
233,3.64729561569
234,3.73528518602
235,3.73930063579
236,3.73930063579
237,3.73930063579
238,3.73930063579
239,3.73528518602
240,3.64729561569
241,3.73930063579
242,3.79021539999
243,3.73930063579
244,3.73930063579
245,3.73930063579
246,3.73930063579
247,3.64729561569
248,3.73528518602
249,3.73930063579
250,3.79021539999
251,3.73930063579
252,3.73528518602
253,3.73930063579
254,3.73930063579
255,3.73930063579
256,3.73930063579
257,3.73930063579
258,3.73528518602
259,3.73930063579
260,3.73930063579
261,3.79021539999
262,3.64729561569
263,3.73930063579
264,3.73930063579
265,3.79021539999
266,3.73930063579
267,3.79021539999
268,3.73930063579
269,3.64729561569
270,3.79021539999
271,3.73930063579
272,3.73930063579
273,3.73930063579
274,3.73930063579
275,3.73930063579
276,3.73930063579
277,3.73930063579
278,3.73930063579
279,3.73528518602
280,3.73930063579
281,3.73930063579
282,3.64729561569
283,3.73930063579
284,3.73930063579
285,3.73930063579
286,3.79021539999
287,3.73930063579
288,3.73930063579
289,3.73528518602
290,3.79021539999
